0; 0.000000; 0.000000;0.000000;0.000000;
1; 0.000250; -0.452118;0.046692;0.037994;
2; 0.000500; -0.301361;2.290802;2.513275;
3; 0.000750; 3.885345;2.048111;2.404709;
4; 0.001000; 4.260941;0.295410;0.567245;
5; 0.001250; 3.850098;0.017242;0.278473;
6; 0.001500; 3.821564;-0.012360;0.242081;
7; 0.001750; 3.808975;-0.025024;0.238037;
8; 0.002000; 3.809357;-0.010071;0.255966;
9; 0.002250; 3.821030;0.000839;0.270157;
10; 0.002500; 0.000000;-0.009613;0.272141;
11; 0.002750; 3.816528;-0.018768;0.283279;
12; 0.003000; 3.812714;-0.014420;0.296478;
13; 0.003250; 3.824692;-0.007553;0.292892;
14; 0.003500; 3.825912;-0.002289;0.283356;
15; 0.003750; 3.830643;0.004807;0.288620;
16; 0.004000; 3.834305;-0.003204;0.294037;
17; 0.004250; 3.836441;-0.005417;0.298843;
18; 0.004500; 3.825455;-0.007401;0.302048;
19; 0.004750; 3.819122;-0.017090;0.295410;
20; 0.005000; 0.000000;-0.025711;0.289612;
21; 0.005250; 3.830109;-0.021973;0.290604;
22; 0.005500; 3.821640;-0.018768;0.284195;
23; 0.005750; 3.826675;-0.003204;0.284653;
24; 0.006000; 3.823395;-0.014648;0.287476;
25; 0.006250; 3.820114;-0.027313;0.284500;
26; 0.006500; 3.830643;-0.025711;0.286865;
27; 0.006750; 3.831711;-0.028687;0.290833;
28; 0.007000; 3.837509;-0.022278;0.277863;
29; 0.007250; 3.819580;-0.027237;0.271988;
30; 0.007500; 3.823090;-0.026321;0.280533;
31; 0.007750; 3.820190;-0.016327;0.289993;
32; 0.008000; 3.826828;-0.019913;0.300674;
33; 0.008250; 3.822784;-0.021591;0.292358;
34; 0.008500; 3.812485;-0.012512;0.280991;
35; 0.008750; 3.822098;-0.014038;0.293884;
36; 0.009000; 3.826065;-0.019455;0.292282;
37; 0.009250; 3.817520;-0.013657;0.289536;
38; 0.009500; 3.820801;-0.015564;0.287857;
39; 0.009750; 3.819351;-0.009918;0.289307;
40; 0.010000; 3.811417;-0.014801;0.288925;
41; 0.010250; 3.809128;-0.014114;0.284271;
42; 0.010500; 3.818588;-0.012436;0.280380;
43; 0.010750; 3.831482;-0.012283;0.286713;
44; 0.011000; 3.829193;-0.002518;0.279999;
45; 0.011250; 3.818970;0.010681;0.277481;
46; 0.011500; 0.000000;-0.007782;0.278473;
47; 0.011750; 3.808517;-0.004044;0.278778;
48; 0.012000; 3.808517;0.006256;0.281982;
49; 0.012250; 3.810501;-0.012360;0.291367;
50; 0.012500; 3.826981;-0.019836;0.289078;
51; 0.012750; 3.829956;-0.012970;0.296860;
52; 0.013000; 3.816452;-0.007477;0.281906;
53; 0.013250; 3.828812;0.003967;0.288925;
54; 0.013500; 3.832855;0.016937;0.283813;
55; 0.013750; 3.848877;0.004349;0.287323;
56; 0.014000; 3.845749;-0.001526;0.290451;
57; 0.014250; 0.000000;0.000000;0.291214;
58; 0.014500; 3.824387;-0.000305;0.286865;
59; 0.014750; 3.806381;-0.003052;0.284119;
60; 0.015000; 3.815918;-0.013428;0.294571;
61; 0.015250; 3.817978;-0.017700;0.296783;
62; 0.015500; 3.816605;-0.022278;0.286560;
63; 0.015750; 3.831177;-0.027008;0.280914;
64; 0.016000; 3.833160;-0.014801;0.283127;
65; 0.016250; 3.841019;-0.006409;0.281143;
66; 0.016500; 3.840408;-0.009842;0.285034;
67; 0.016750; 3.830948;-0.004349;0.289307;
68; 0.017000; 3.825836;-0.001297;0.299530;
69; 0.017250; 3.832474;-0.008392;0.295715;
70; 0.017500; 0.000000;0.000000;0.287781;
71; 0.017750; 3.823776;-0.006409;0.277328;
72; 0.018000; 3.813171;-0.006409;0.279236;
73; 0.018250; 3.809204;-0.010986;0.286865;
74; 0.018500; 3.820038;-0.005341;0.294113;
75; 0.018750; 3.826752;-0.001297;0.298767;
76; 0.019000; 3.834000;-0.007858;0.293961;
77; 0.019250; 3.835983;-0.009766;0.288391;
78; 0.019500; 3.844604;-0.009079;0.275650;
79; 0.019750; 3.832092;-0.008316;0.279007;
80; 0.020000; 3.822250;-0.010910;0.284119;
81; 0.020250; 3.831177;-0.007172;0.278778;
82; 0.020500; 3.828888;-0.005798;0.280380;
83; 0.020750; 3.832932;-0.000992;0.297089;
84; 0.021000; 3.835297;-0.005417;0.294342;
85; 0.021250; 3.833237;-0.000534;0.286179;
86; 0.021500; 3.805161;-0.010223;0.288315;
87; 0.021750; 3.811417;-0.016937;0.287247;
88; 0.022000; 3.819275;-0.015030;0.285797;
89; 0.022250; 3.818665;-0.001755;0.283356;
90; 0.022500; 3.834076;0.001831;0.296860;
91; 0.022750; 3.845596;-0.006332;0.298233;
92; 0.023000; 3.839798;-0.015488;0.301514;
93; 0.023250; 3.820343;-0.017319;0.288925;
94; 0.023500; 3.815689;-0.013657;0.291138;
95; 0.023750; 3.823242;-0.010834;0.293808;
96; 0.024000; 3.829651;-0.010147;0.293808;
97; 0.024250; 3.837509;0.000076;0.297089;
98; 0.024500; 3.828201;0.004349;0.296249;
99; 0.024750; 3.826675;-0.011826;0.284271;
100; 0.025000; 3.819199;-0.002670;0.281677;
101; 0.025250; 3.824158;-0.007858;0.290298;
102; 0.025500; 3.849258;-0.014267;0.298233;
103; 0.025750; 3.854980;-0.014114;0.294647;
104; 0.026000; 3.839035;-0.020370;0.285645;
105; 0.026250; 3.847427;-0.007553;0.277176;
106; 0.026500; 3.835602;-0.011139;0.278854;
107; 0.026750; 3.838120;-0.016098;0.281982;
108; 0.027000; 3.848343;-0.008774;0.281525;
109; 0.027250; 3.838501;-0.007782;0.282211;
110; 0.027500; 3.817596;-0.005493;0.291214;
111; 0.027750; 3.819199;-0.014267;0.295029;
112; 0.028000; 3.825684;-0.016708;0.293045;
113; 0.028250; 3.827438;-0.014648;0.289459;
114; 0.028500; 3.840103;-0.016327;0.290527;
115; 0.028750; 3.824539;-0.005493;0.286026;
116; 0.029000; 3.824692;-0.002213;0.274353;
117; 0.029250; 3.821945;-0.012207;0.289001;
118; 0.029500; 3.826904;-0.025330;0.298920;
119; 0.029750; 3.835526;-0.017548;0.290375;
120; 0.030000; 3.838730;0.000763;0.291977;
121; 0.030250; 3.826904;-0.005341;0.288010;
122; 0.030500; 3.825302;-0.008392;0.280304;
123; 0.030750; 3.825378;-0.027313;0.281601;
124; 0.031000; 3.826523;-0.024109;0.291672;
125; 0.031250; 3.827820;-0.012589;0.285263;
126; 0.031500; 3.829041;-0.008087;0.280533;
127; 0.031750; 3.823929;0.005951;0.276337;
128; 0.032000; 3.833237;-0.002670;0.280228;
129; 0.032250; 3.824615;-0.012283;0.283203;
130; 0.032500; 3.827896;0.003586;0.281525;
131; 0.032750; 3.815918;-0.002213;0.281525;
132; 0.033000; 3.816376;-0.005646;0.288086;
133; 0.033250; 3.829956;-0.001526;0.288849;
134; 0.033500; 3.831558;-0.009155;0.291138;
135; 0.033750; 3.836746;-0.000839;0.281601;
136; 0.034000; 3.826523;0.004959;0.278625;
137; 0.034250; 3.821259;-0.009537;0.277100;
138; 0.034500; 3.832169;-0.016708;0.282059;
139; 0.034750; 3.832245;-0.013885;0.285187;
140; 0.035000; 3.824387;-0.019608;0.287247;
141; 0.035250; 3.818512;-0.017471;0.286484;
142; 0.035500; 3.830414;-0.012283;0.279846;
143; 0.035750; 3.826370;-0.003662;0.264511;
144; 0.036000; 3.837051;-0.001221;0.277176;
145; 0.036250; 3.846664;-0.002289;0.285110;
146; 0.036500; 3.835983;-0.005722;0.301971;
