0; 0.000000; 0.000000;0.000000;0.000000;
1; 0.000250; -0.213928;-0.190735;0.049820;
2; 0.000500; -0.489502;-0.606918;1.512604;
3; 0.000750; 0.295029;-0.487137;1.623230;
4; 0.001000; 0.386047;-0.544662;0.819702;
5; 0.001250; 0.209274;-0.659027;0.705948;
6; 0.001500; 0.149612;-0.682068;0.672455;
7; 0.001750; 0.134964;-0.689392;0.668182;
8; 0.002000; 0.133438;-0.685730;0.670090;
9; 0.002250; 0.132980;-0.684433;0.677719;
10; 0.002500; 0.135574;-0.683517;0.681305;
11; 0.002750; 0.134125;-0.683746;0.690384;
12; 0.003000; 0.132904;-0.688705;0.698318;
13; 0.003250; 0.140762;-0.687332;0.699692;
14; 0.003500; 0.143890;-0.684052;0.702515;
15; 0.003750; 0.142059;-0.684967;0.704346;
16; 0.004000; 0.144653;-0.686035;0.700912;
17; 0.004250; 0.141449;-0.685654;0.704346;
18; 0.004500; 0.138550;-0.684586;0.707626;
19; 0.004750; 0.000000;0.000000;0.705261;
20; 0.005000; 0.142212;-0.689087;0.700684;
21; 0.005250; 0.141449;-0.689392;0.701523;
22; 0.005500; 0.143127;-0.686493;0.702362;
23; 0.005750; 0.149231;-0.685272;0.705643;
24; 0.006000; 0.146637;-0.690155;0.703125;
25; 0.006250; 0.144043;-0.687561;0.704117;
26; 0.006500; 0.150528;-0.685043;0.698929;
27; 0.006750; 0.150833;-0.684128;0.701065;
28; 0.007000; 0.149155;-0.685730;0.699539;
29; 0.007250; 0.144196;-0.687485;0.702438;
30; 0.007500; 0.143280;-0.684662;0.703659;
31; 0.007750; 0.150299;-0.687943;0.705185;
32; 0.008000; 0.148849;-0.688553;0.705032;
33; 0.008250; 0.149612;-0.685120;0.705185;
34; 0.008500; 0.144424;-0.680389;0.703735;
35; 0.008750; 0.148163;-0.681915;0.703430;
36; 0.009000; 0.147018;-0.683594;0.702133;
37; 0.009250; 0.143204;-0.684662;0.703201;
38; 0.009500; 0.142441;-0.686493;0.702515;
39; 0.009750; 0.142136;-0.681152;0.700455;
40; 0.010000; 0.145798;-0.685501;0.704346;
41; 0.010250; 0.142288;-0.686646;0.705490;
42; 0.010500; 0.145187;-0.688400;0.706787;
43; 0.010750; 0.144424;-0.683746;0.705490;
44; 0.011000; 0.149918;-0.683060;0.704803;
45; 0.011250; 0.148773;-0.688400;0.703354;
46; 0.011500; 0.145493;-0.684586;0.706787;
47; 0.011750; 0.149155;-0.689392;0.700760;
48; 0.012000; 0.144806;-0.685272;0.703125;
49; 0.012250; 0.144272;-0.685730;0.706329;
50; 0.012500; 0.146179;-0.686417;0.705566;
51; 0.012750; 0.000000;0.000000;0.701675;
52; 0.013000; 0.141754;-0.681458;0.704193;
53; 0.013250; 0.145721;-0.685959;0.701981;
54; 0.013500; 0.148544;-0.683060;0.703964;
55; 0.013750; 0.148697;-0.684357;0.702515;
56; 0.014000; 0.146408;-0.685654;0.704346;
57; 0.014250; 0.141602;-0.684967;0.701752;
58; 0.014500; 0.140076;-0.686569;0.703430;
59; 0.014750; 0.140457;-0.689850;0.703506;
60; 0.015000; 0.146408;-0.688400;0.702057;
61; 0.015250; 0.148849;-0.686340;0.701828;
62; 0.015500; 0.148392;-0.685959;0.701218;
63; 0.015750; 0.145798;-0.685043;0.700455;
64; 0.016000; 0.146179;-0.685043;0.704575;
65; 0.016250; 0.147171;-0.687790;0.699692;
66; 0.016500; 0.143204;-0.684509;0.702820;
67; 0.016750; 0.149536;-0.684509;0.699234;
68; 0.017000; 0.151062;-0.685043;0.704880;
69; 0.017250; 0.145340;-0.686646;0.708237;
70; 0.017500; 0.143738;-0.688705;0.708847;
71; 0.017750; 0.139236;-0.687714;0.704575;
72; 0.018000; 0.145493;-0.685577;0.701447;
73; 0.018250; 0.144577;-0.686111;0.701828;
74; 0.018500; 0.000000;0.000000;0.704880;
75; 0.018750; 0.147247;-0.683289;0.704269;
76; 0.019000; 0.147705;-0.685883;0.701141;
77; 0.019250; 0.146484;-0.684814;0.701065;
78; 0.019500; 0.140991;-0.683594;0.698242;
79; 0.019750; 0.144958;-0.684738;0.699387;
80; 0.020000; 0.146179;-0.685196;0.699921;
81; 0.020250; 0.142136;-0.682678;0.703049;
82; 0.020500; 0.138092;-0.684814;0.701752;
83; 0.020750; 0.142670;-0.684586;0.702286;
84; 0.021000; 0.145569;-0.688171;0.699158;
85; 0.021250; 0.147552;-0.686493;0.704269;
86; 0.021500; 0.144043;-0.691910;0.701599;
87; 0.021750; 0.145416;-0.686493;0.699005;
88; 0.022000; 0.143738;-0.685730;0.703812;
89; 0.022250; 0.142441;-0.686798;0.702744;
90; 0.022500; 0.136261;-0.684357;0.699005;
91; 0.022750; 0.143738;-0.684509;0.698776;
92; 0.023000; 0.144424;-0.686035;0.699844;
93; 0.023250; 0.146103;-0.683670;0.701675;
94; 0.023500; 0.000000;-0.686874;0.701828;
95; 0.023750; 0.145340;-0.684586;0.703354;
96; 0.024000; 0.141296;-0.681915;0.702667;
97; 0.024250; 0.145187;-0.681992;0.704041;
98; 0.024500; 0.145416;-0.686569;0.700226;
99; 0.024750; 0.142899;-0.683517;0.704346;
100; 0.025000; 0.144348;-0.688858;0.701904;
101; 0.025250; 0.143051;-0.688629;0.701141;
102; 0.025500; 0.147629;-0.688400;0.700912;
103; 0.025750; 0.144958;-0.687561;0.702133;
